date,mean,month,name,year,bridge,pcr,distancepp,pp,elnino,burning,bwidth,provincelight,pixellight,rain,temperature,road.freight,road.passengers
2007-03-01T00:00:00,271.6666667,3,My Loi,2007,0,0.473855535,,1,0,1,12,7.491614176,8,39,27.9,2712.4,26.05
2007-04-01T00:00:00,295.25,4,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,86,29.2,2712.4,26.05
2007-05-01T00:00:00,187.25,5,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,174,28.4,2712.4,26.05
2007-06-01T00:00:00,337,6,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,322,28.3,2712.4,26.05
2007-07-01T00:00:00,304,7,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,421,27.3,2712.4,26.05
2007-08-01T00:00:00,599,8,My Loi,2007,0,0.473855535,,1,0,1,12,7.491614176,8,371,27.4,2712.4,26.05
2007-09-01T00:00:00,663,9,My Loi,2007,0,0.473855535,,1,0,1,12,7.491614176,8,307,27.5,2712.4,26.05
2007-10-01T00:00:00,296,10,My Loi,2007,0,0.473855535,,1,0,1,12,7.491614176,8,508,27.1,2712.4,26.05
2007-11-01T00:00:00,290.75,11,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,339,26.6,2712.4,26.05
2007-12-01T00:00:00,294.1538462,12,My Loi,2007,0,0.473855535,,1,0,0,12,7.491614176,8,1,26.9,2712.4,26.05
2008-01-01T00:00:00,247.1,1,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,113,26.2,3152.5,25.05
2008-02-01T00:00:00,281.2857143,2,My Loi,2008,0,0.473855535,,1,0,1,12,6.649734598,7.5,8,26.5,3152.5,25.05
2008-03-01T00:00:00,316,3,My Loi,2008,0,0.473855535,,1,0,1,12,6.649734598,7.5,0,27.3,3152.5,25.05
2008-04-01T00:00:00,303.7142857,4,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,94,28.7,3152.5,25.05
2008-05-01T00:00:00,467.3333333,5,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,272,27.9,3152.5,25.05
2008-06-01T00:00:00,277.6666667,6,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,381,27.7,3152.5,25.05
2008-07-01T00:00:00,363.6666667,7,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,332,27.4,3152.5,25.05
2008-08-01T00:00:00,393,8,My Loi,2008,0,0.473855535,,1,0,1,12,6.649734598,7.5,260,27.4,3152.5,25.05
2008-09-01T00:00:00,391.5,9,My Loi,2008,0,0.473855535,,1,0,1,12,6.649734598,7.5,429,27,3152.5,25.05
2008-10-01T00:00:00,312,10,My Loi,2008,0,0.473855535,,1,0,1,12,6.649734598,7.5,348,27.2,3152.5,25.05
2008-11-01T00:00:00,226,11,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,270,26.7,3152.5,25.05
2008-12-01T00:00:00,229,12,My Loi,2008,0,0.473855535,,1,0,0,12,6.649734598,7.5,172,26.2,3152.5,25.05
2009-01-01T00:00:00,384.25,1,My Loi,2009,0,0.473855535,,1,0,0,12,7.01474468,8.818181818,22.7,25.1,3346.5,26.35
2009-02-01T00:00:00,232,2,My Loi,2009,0,0.473855535,,1,0,1,12,7.01474468,8.818181818,101.3,26.7,3346.5,26.35
2009-03-01T00:00:00,217.75,3,My Loi,2009,0,0.473855535,,1,0,1,12,7.01474468,8.818181818,2.2,28.6,3346.5,26.35
2009-04-01T00:00:00,248.5,4,My Loi,2009,0,0.473855535,,1,0,0,12,7.01474468,8.818181818,201.4,28.9,3346.5,26.35
2009-05-01T00:00:00,355.3333333,5,My Loi,2009,0,0.473855535,,1,0,0,12,7.01474468,8.818181818,342.4,28.3,3346.5,26.35
2009-06-01T00:00:00,354.25,6,My Loi,2009,0,0.473855535,,1,0,0,12,7.01474468,8.818181818,169.3,28.8,3346.5,26.35
2009-07-01T00:00:00,288.3333333,7,My Loi,2009,0,0.473855535,,1,1,0,12,7.01474468,8.818181818,413.5,27.2,3346.5,26.35
2009-08-01T00:00:00,456.75,8,My Loi,2009,0,0.473855535,,1,1,1,12,7.01474468,8.818181818,210.1,28.1,3346.5,26.35
2009-09-01T00:00:00,512.6666667,9,My Loi,2009,0,0.473855535,,2,1,1,12,7.01474468,8.818181818,488.3,27,3346.5,26.35
2009-10-01T00:00:00,311,10,My Loi,2009,0,0.473855535,,2,1,1,12,7.01474468,8.818181818,208,27.5,3346.5,26.35
2009-11-01T00:00:00,253.4285714,11,My Loi,2009,0,0.473855535,,2,1,0,12,7.01474468,8.818181818,65.6,27.4,3346.5,26.35
2009-12-01T00:00:00,322.5789474,12,My Loi,2009,0,0.473855535,,2,1,0,12,7.01474468,8.818181818,19.6,26.7,3346.5,26.35
2010-01-01T00:00:00,205.6428571,1,My Loi,2010,0,0.473855535,,2,1,0,12,9.774287112,9.363636364,22.7,25.1,3593.25,28.45
2010-02-01T00:00:00,179.2903226,2,My Loi,2010,0,0.473855535,,2,1,1,12,9.774287112,9.363636364,101.3,26.7,3593.25,28.45
2010-03-01T00:00:00,323.7058824,3,My Loi,2010,0,0.473855535,,2,1,1,12,9.774287112,9.363636364,2.2,28.6,3593.25,28.45
2010-04-01T00:00:00,272.9,4,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,201.4,28.9,3593.25,28.45
2010-05-01T00:00:00,189.125,5,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,342.4,28.2,3593.25,28.45
2010-06-01T00:00:00,325.25,6,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,169.3,28.8,3593.25,28.45
2010-07-01T00:00:00,237.8,7,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,413.5,27.2,3593.25,28.45
2010-08-01T00:00:00,325.25,8,My Loi,2010,0,0.473855535,,2,0,1,12,9.774287112,9.363636364,210.1,28.1,3593.25,28.45
2010-09-01T00:00:00,,9,My Loi,2010,0,0.473855535,,2,0,1,12,9.774287112,9.363636364,488.3,27,3593.25,28.45
2010-10-01T00:00:00,419,10,My Loi,2010,0,0.473855535,,2,0,1,12,9.774287112,9.363636364,208,27.5,3593.25,28.45
2010-11-01T00:00:00,258.2857143,11,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,65.6,27.4,3593.25,28.45
2010-12-01T00:00:00,281.6666667,12,My Loi,2010,0,0.473855535,,2,0,0,12,9.774287112,9.363636364,19.6,26.7,3593.25,28.45
2011-01-01T00:00:00,315.8571429,1,My Loi,2011,0,0.473855535,,2,0,0,12,9.565246288,11.27272727,19,26.3,3649.95,30.5
2011-02-01T00:00:00,302.7647059,2,My Loi,2011,0,0.473855535,,2,0,1,12,9.565246288,11.27272727,0,26.4,3649.95,30.5
2011-03-01T00:00:00,162.3333333,3,My Loi,2011,0,0.473855535,,2,0,1,12,9.565246288,11.27272727,87.2,27.4,3649.95,30.5
2011-04-01T00:00:00,394.6875,4,My Loi,2011,0,0.473855535,,2,0,0,12,9.565246288,11.27272727,91,28,3649.95,30.5
2011-05-01T00:00:00,263.5,5,My Loi,2011,0,0.473855535,,2,0,0,12,9.565246288,11.27272727,241.5,28.7,3649.95,30.5
2011-06-01T00:00:00,334.5,6,My Loi,2011,0,0.473855535,,2,0,0,12,9.565246288,11.27272727,369.8,28,3649.95,30.5
2011-07-01T00:00:00,220.3333333,7,My Loi,2011,0,0.473855535,,2,0,0,12,9.565246288,11.27272727,298.1,27.7,3649.95,30.5
2011-08-01T00:00:00,389.4,8,My Loi,2011,0,0.473855535,,2,0,1,12,9.565246288,11.27272727,236.8,27.9,3649.95,30.5
2011-09-01T00:00:00,269,9,My Loi,2011,0,0.473855535,,2,0,1,12,9.565246288,11.27272727,593.8,27.2,3649.95,30.5
2011-10-01T00:00:00,326.3333333,10,My Loi,2011,0,0.473855535,,2,0,1,12,9.565246288,11.27272727,187.4,28.1,3649.95,30.5
2011-11-01T00:00:00,293.4285714,11,My Loi,2011,0,0.473855535,,3,0,0,12,9.565246288,11.27272727,242.9,27.5,3649.95,30.5
2011-12-01T00:00:00,296.5714286,12,My Loi,2011,0,0.473855535,,3,0,0,12,9.565246288,11.27272727,78.4,26.4,3649.95,30.5
2012-01-01T00:00:00,128.25,1,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,7.3,26.6,3915.65,32.7
2012-02-01T00:00:00,212.5714286,2,My Loi,2012,0,0.473855535,,3,0,1,12,10.36370014,13.5,24.4,27.2,3915.65,32.7
2012-03-01T00:00:00,252.2857143,3,My Loi,2012,0,0.473855535,,3,0,1,12,10.36370014,13.5,233.7,28.1,3915.65,32.7
2012-04-01T00:00:00,293.25,4,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,136.7,29,3915.65,32.7
2012-05-01T00:00:00,367.8,5,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,249.7,28.2,3915.65,32.7
2012-06-01T00:00:00,337.5,6,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,166.3,28.4,3915.65,32.7
2012-07-01T00:00:00,234,7,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,288.5,27.5,3915.65,32.7
2012-08-01T00:00:00,192,8,My Loi,2012,0,0.473855535,,3,0,1,12,10.36370014,13.5,218.4,27.8,3915.65,32.7
2012-09-01T00:00:00,311,9,My Loi,2012,0,0.473855535,,3,0,1,12,10.36370014,13.5,533.3,26.6,3915.65,32.7
2012-10-01T00:00:00,226,10,My Loi,2012,0,0.473855535,,3,0,1,12,10.36370014,13.5,192.4,27.8,3915.65,32.7
2012-11-01T00:00:00,223,11,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,91.4,27.8,3915.65,32.7
2012-12-01T00:00:00,177.8571429,12,My Loi,2012,0,0.473855535,,3,0,0,12,10.36370014,13.5,11.8,27.8,3915.65,32.7
2013-01-01T00:00:00,383.2105263,1,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,36.9,26.5,4181.25,33.7
2013-02-01T00:00:00,151.4666667,2,My Loi,2013,0,0.473855535,,3,0,1,12,11.79350959,12.5,8.1,27.5,4181.25,33.7
2013-03-01T00:00:00,289.3333333,3,My Loi,2013,0,0.473855535,,3,0,1,12,11.79350959,12.5,0,28.5,4181.25,33.7
2013-04-01T00:00:00,287,4,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,104.3,29.3,4181.25,33.7
2013-05-01T00:00:00,228,5,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,196,29.3,4181.25,33.7
2013-06-01T00:00:00,299,6,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,291.6,28.2,4181.25,33.7
2013-07-01T00:00:00,108,7,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,258.4,27.3,4181.25,33.7
2013-08-01T00:00:00,199,8,My Loi,2013,0,0.473855535,,3,0,1,12,11.79350959,12.5,288.3,27.6,4181.25,33.7
2013-09-01T00:00:00,376.4,9,My Loi,2013,0,0.473855535,,3,0,1,12,11.79350959,12.5,233,27.7,4181.25,33.7
2013-10-01T00:00:00,486.5,10,My Loi,2013,0,0.473855535,,3,0,1,12,11.79350959,12.5,265.1,27.5,4181.25,33.7
2013-11-01T00:00:00,182.25,11,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,230.5,27.6,4181.25,33.7
2013-12-01T00:00:00,453,12,My Loi,2013,0,0.473855535,,3,0,0,12,11.79350959,12.5,29.1,26.1,4181.25,33.7
2014-01-01T00:00:00,360.3076923,1,My Loi,2014,0,0.473855535,,3,0,0,12,14.12502612,18.1,8.3,25.3,4237.45,35.2
2014-02-01T00:00:00,320.6538462,2,My Loi,2014,0,0.473855535,,3,0,1,12,14.12502612,18.1,0,25.9,4237.45,35.2
2014-03-01T00:00:00,263.08,3,My Loi,2014,0,0.473855535,,3,0,1,12,14.12502612,18.1,0,27.9,4237.45,35.2
2014-04-01T00:00:00,325.5714286,4,My Loi,2014,0,0.473855535,,3,0,0,12,14.12502612,18.1,61.2,29.5,4237.45,35.2
2014-05-01T00:00:00,194,5,My Loi,2014,0,0.473855535,,3,0,0,12,14.12502612,18.1,153.6,29.4,4237.45,35.2
2014-06-01T00:00:00,163,6,My Loi,2014,0,0.473855535,,3,0,0,12,14.12502612,18.1,190.3,28.2,4237.45,35.2
2014-07-01T00:00:00,364.75,7,My Loi,2014,0,0.473855535,,3,0,0,12,14.12502612,18.1,388.6,27.7,4237.45,35.2
2014-08-01T00:00:00,407.5,8,My Loi,2014,0,0.473855535,,3,0,1,12,14.12502612,18.1,341.7,28,4237.45,35.2
2014-09-01T00:00:00,309.5,9,My Loi,2014,0,0.473855535,,3,0,1,12,14.12502612,18.1,273.3,27.6,4237.45,35.2
2014-10-01T00:00:00,211.1428571,10,My Loi,2014,0,0.473855535,,3,1,1,12,14.12502612,18.1,254.4,27.5,4237.45,35.2
2014-11-01T00:00:00,244.0769231,11,My Loi,2014,0,0.473855535,,3,1,0,12,14.12502612,18.1,291.3,27.6,4237.45,35.2
2014-12-01T00:00:00,207.6666667,12,My Loi,2014,0,0.473855535,,3,1,0,12,14.12502612,18.1,103,27.2,4237.45,35.2
2015-01-01T00:00:00,321.2666667,1,My Loi,2015,0,0.473855535,,3,1,0,12,16.46483174,28.6,43.6,25.6,4370.4,37.25
2015-02-01T00:00:00,298.8421053,2,My Loi,2015,0,0.473855535,,3,1,1,12,16.46483174,28.6,0,26,4370.4,37.25
2015-03-01T00:00:00,264.9411765,3,My Loi,2015,0,0.473855535,,3,1,1,12,16.46483174,28.6,0,27.9,4370.4,37.25
2015-04-01T00:00:00,401.5555556,4,My Loi,2015,0,0.473855535,,3,1,0,12,16.46483174,28.6,6.4,29.4,4370.4,37.25
2015-05-01T00:00:00,347.6,5,My Loi,2015,0,0.473855535,,3,1,0,12,16.46483174,28.6,131.6,29.7,4370.4,37.25
2015-06-01T00:00:00,216.6666667,6,My Loi,2015,0,0.473855535,,3,1,0,12,16.46483174,28.6,466.6,28.2,4370.4,37.25
2015-07-01T00:00:00,337.6,7,My Loi,2015,0,0.473855535,,3,1,0,12,16.46483174,28.6,200.7,28.6,4370.4,37.25
2015-08-01T00:00:00,294.2857143,8,My Loi,2015,1,0.473855535,,3,1,1,12,16.46483174,28.6,250.6,28.3,4370.4,37.25
2015-09-01T00:00:00,511.25,9,My Loi,2015,1,0.473855535,,3,1,1,12,16.46483174,28.6,645.3,27.6,4370.4,37.25
2015-10-01T00:00:00,321.8888889,10,My Loi,2015,1,0.473855535,,3,1,1,12,16.46483174,28.6,231.4,28.3,4370.4,37.25
2015-11-01T00:00:00,203.1818182,11,My Loi,2015,1,0.473855535,,3,1,0,12,16.46483174,28.6,272.4,28,4370.4,37.25
2015-12-01T00:00:00,226.3333333,12,My Loi,2015,1,0.473855535,,3,1,0,12,16.46483174,28.6,48.6,27.8,4370.4,37.25
2016-01-01T00:00:00,209.1153846,1,My Loi,2016,1,0.473855535,,3,1,0,12,17.32437845,24.8,0.2,27.9,4695.1,38.45
2016-02-01T00:00:00,280.2,2,My Loi,2016,1,0.473855535,,3,1,1,12,17.32437845,24.8,2.1,27.3,4695.1,38.45
2016-03-01T00:00:00,312.0833333,3,My Loi,2016,1,0.473855535,,3,1,1,12,17.32437845,24.8,0,28,4695.1,38.45
2016-04-01T00:00:00,300.5,4,My Loi,2016,1,0.473855535,,3,1,0,12,17.32437845,24.8,4,30.1,4695.1,38.45
2016-05-01T00:00:00,308.25,5,My Loi,2016,1,0.473855535,,3,0,0,12,17.32437845,24.8,161.4,29.9,4695.1,38.45
2016-06-01T00:00:00,224,6,My Loi,2016,1,0.473855535,,3,0,0,12,17.32437845,24.8,230.8,28.3,4695.1,38.45
2016-07-01T00:00:00,273.5,7,My Loi,2016,1,0.473855535,,3,0,0,12,17.32437845,24.8,432.2,28.3,4695.1,38.45
2016-08-01T00:00:00,487,8,My Loi,2016,1,0.473855535,,3,0,1,12,17.32437845,24.8,271.9,28.4,4695.1,38.45
2016-09-01T00:00:00,365,9,My Loi,2016,1,0.473855535,,3,0,1,12,17.32437845,24.8,345,27.6,4695.1,38.45
2016-10-01T00:00:00,530,10,My Loi,2016,1,0.473855535,,3,0,1,12,17.32437845,24.8,501.1,27,4695.1,38.45
2016-11-01T00:00:00,228.625,11,My Loi,2016,1,0.473855535,,3,0,0,12,17.32437845,24.8,183.6,27.9,4695.1,38.45
2016-12-01T00:00:00,488,12,My Loi,2016,1,0.473855535,,3,0,0,12,17.32437845,24.8,171.8,27.1,4695.1,38.45
2017-01-01T00:00:00,158.5454545,1,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,15.8,27.3,4989.05,42.15
2017-02-01T00:00:00,187.4,2,My Loi,2017,1,0.473855535,,3,0,1,12,20.92094239,30.3,54.3,27.1,4989.05,42.15
2017-03-01T00:00:00,259.1304348,3,My Loi,2017,1,0.473855535,,3,0,1,12,20.92094239,30.3,12.5,27.9,4989.05,42.15
2017-04-01T00:00:00,188.2222222,4,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,98.1,29.3,4989.05,42.15
2017-05-01T00:00:00,419,5,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,272.4,29,4989.05,42.15
2017-06-01T00:00:00,287.8,6,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,148.6,28.7,4989.05,42.15
2017-07-01T00:00:00,369.5,7,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,251.4,28,4989.05,42.15
2017-08-01T00:00:00,299,8,My Loi,2017,1,0.473855535,,3,0,1,12,20.92094239,30.3,383.1,27.7,4989.05,42.15
2017-09-01T00:00:00,370,9,My Loi,2017,1,0.473855535,,3,0,1,12,20.92094239,30.3,291.5,28.2,4989.05,42.15
2017-10-01T00:00:00,285,10,My Loi,2017,1,0.473855535,,3,0,1,12,20.92094239,30.3,453.8,27.5,4989.05,42.15
2017-11-01T00:00:00,677,11,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,121.3,27.7,4989.05,42.15
2017-12-01T00:00:00,240.9,12,My Loi,2017,1,0.473855535,,3,0,0,12,20.92094239,30.3,72.4,26.3,4989.05,42.15
2018-01-01T00:00:00,246,1,My Loi,2018,1,0.473855535,,3,0,0,12,23.09725327,34.6,42.5,26.7,5157.45,44.4
2018-02-01T00:00:00,336.7,2,My Loi,2018,1,0.473855535,,3,0,1,12,23.09725327,34.6,11.2,26.6,5157.45,44.4
2018-03-01T00:00:00,267.4285714,3,My Loi,2018,1,0.473855535,,3,0,1,12,23.09725327,34.6,0.2,28.1,5157.45,44.4
2018-04-01T00:00:00,303.6428571,4,My Loi,2018,1,0.473855535,,3,0,0,12,23.09725327,34.6,10.1,29.1,5157.45,44.4
2018-05-01T00:00:00,297,5,My Loi,2018,1,0.473855535,,3,0,0,12,23.09725327,34.6,219.8,29.3,5157.45,44.4
2018-06-01T00:00:00,288,6,My Loi,2018,1,0.473855535,,3,0,0,12,23.09725327,34.6,238.8,28.1,5157.45,44.4
2018-07-01T00:00:00,273.5,7,My Loi,2018,1,0.473855535,,3,0,0,12,23.09725327,34.6,522.9,27.5,5157.45,44.4
2018-08-01T00:00:00,410,8,My Loi,2018,1,0.473855535,,3,0,1,12,23.09725327,34.6,288.8,28,5157.45,44.4
2018-09-01T00:00:00,324,9,My Loi,2018,1,0.473855535,,3,1,1,12,23.09725327,34.6,293.7,27.6,5157.45,44.4
2018-10-01T00:00:00,358.2857143,10,My Loi,2018,1,0.473855535,,3,1,1,12,23.09725327,34.6,227.6,28.1,5157.45,44.4
2018-11-01T00:00:00,238.9,11,My Loi,2018,1,0.473855535,,3,1,0,12,23.09725327,34.6,104.5,28.1,5157.45,44.4
2018-12-01T00:00:00,142.5,12,My Loi,2018,1,0.473855535,,3,1,0,12,23.09725327,34.6,47.7,27.8,5157.45,44.4
2019-01-01T00:00:00,201.8235294,1,My Loi,2019,1,0.473855535,,3,1,0,12,25.49995591,39.51023102,149.3,27,,
2019-02-01T00:00:00,178.0555556,2,My Loi,2019,1,0.473855535,,3,1,1,12,25.49995591,39.51023102,0.8,27.4,,
2019-03-01T00:00:00,317.45,3,My Loi,2019,1,0.473855535,,3,1,1,12,25.49995591,39.51023102,13.1,28.6,,
2019-04-01T00:00:00,251.6666667,4,My Loi,2019,1,0.473855535,,3,1,0,12,25.49995591,39.51023102,60.7,29.9,,
2019-05-01T00:00:00,336.4,5,My Loi,2019,1,0.473855535,,3,1,0,12,25.49995591,39.51023102,205.4,29.5,,
2019-06-01T00:00:00,232.5,6,My Loi,2019,1,0.473855535,,3,1,0,12,25.49995591,39.51023102,444.8,28.5,,
2019-07-01T00:00:00,215.5,7,My Loi,2019,1,0.473855535,,3,0,0,12,25.49995591,39.51023102,242.2,28.2,,
2019-08-01T00:00:00,418,8,My Loi,2019,1,0.473855535,,3,0,1,12,25.49995591,39.51023102,464.5,27.6,,
2019-09-01T00:00:00,390.8,9,My Loi,2019,1,0.473855535,,3,0,1,12,25.49995591,39.51023102,302.5,27.9,,
2019-10-01T00:00:00,250.5,10,My Loi,2019,1,0.473855535,,3,0,1,12,25.49995591,39.51023102,269.5,27.9,,
2019-11-01T00:00:00,358.5454545,11,My Loi,2019,1,0.473855535,,3,0,0,12,25.49995591,39.51023102,110.1,27.8,,
2019-12-01T00:00:00,302.7647059,12,My Loi,2019,1,0.473855535,,3,0,0,12,25.49995591,39.51023102,0,26.5,,
2007-01-01T00:00:00,339,1,My Thuan,2007,1,0.1573725608,28709.97204,1,1,0,23.66,8.834191189,46.81818182,38,26.1,1369,25.05
2007-02-01T00:00:00,317.9166667,2,My Thuan,2007,1,0.1573725608,28709.97204,1,0,1,23.66,8.834191189,46.81818182,0,26.4,1369,25.05
2007-03-01T00:00:00,434.8,3,My Thuan,2007,1,0.1573725608,28709.97204,1,0,1,23.66,8.834191189,46.81818182,39,27.9,1369,25.05
2007-04-01T00:00:00,442.75,4,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,86,29.2,1369,25.05
2007-05-01T00:00:00,435.5,5,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,174,28.4,1369,25.05
2007-06-01T00:00:00,299.6666667,6,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,322,28.3,1369,25.05
2007-07-01T00:00:00,,7,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,421,27.3,1369,25.05
2007-08-01T00:00:00,,8,My Thuan,2007,1,0.1573725608,28709.97204,1,0,1,23.66,8.834191189,46.81818182,371,27.4,1369,25.05
2007-09-01T00:00:00,630,9,My Thuan,2007,1,0.1573725608,28709.97204,1,0,1,23.66,8.834191189,46.81818182,307,27.5,1369,25.05
2007-10-01T00:00:00,328.6666667,10,My Thuan,2007,1,0.1573725608,28709.97204,1,0,1,23.66,8.834191189,46.81818182,508,27.1,1369,25.05
2007-11-01T00:00:00,301.3333333,11,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,339,26.6,1369,25.05
2007-12-01T00:00:00,317.8,12,My Thuan,2007,1,0.1573725608,28709.97204,1,0,0,23.66,8.834191189,46.81818182,1,26.9,1369,25.05
2008-01-01T00:00:00,277.4,1,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,113,26.2,1528,24
2008-02-01T00:00:00,297.5,2,My Thuan,2008,1,0.1573725608,28709.97204,1,0,1,23.66,7.542474313,45.27272727,8,26.5,1528,24
2008-03-01T00:00:00,628.5,3,My Thuan,2008,1,0.1573725608,28709.97204,1,0,1,23.66,7.542474313,45.27272727,0,27.3,1528,24
2008-04-01T00:00:00,521.5,4,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,94,28.7,1528,24
2008-05-01T00:00:00,658,5,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,272,27.9,1528,24
2008-06-01T00:00:00,440.5,6,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,381,27.7,1528,24
2008-07-01T00:00:00,390,7,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,332,27.4,1528,24
2008-08-01T00:00:00,406,8,My Thuan,2008,1,0.1573725608,28709.97204,1,0,1,23.66,7.542474313,45.27272727,260,27.4,1528,24
2008-09-01T00:00:00,560,9,My Thuan,2008,1,0.1573725608,28709.97204,1,0,1,23.66,7.542474313,45.27272727,429,27,1528,24
2008-10-01T00:00:00,436.3333333,10,My Thuan,2008,1,0.1573725608,28709.97204,1,0,1,23.66,7.542474313,45.27272727,348,27.2,1528,24
2008-11-01T00:00:00,,11,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,270,26.7,1528,24
2008-12-01T00:00:00,241.3333333,12,My Thuan,2008,1,0.1573725608,28709.97204,1,0,0,23.66,7.542474313,45.27272727,172,26.2,1528,24
2009-01-01T00:00:00,402.5555556,1,My Thuan,2009,1,0.1573725608,28709.97204,1,0,0,23.66,7.980939955,46.08333333,22.7,25.1,1712,25.4
2009-02-01T00:00:00,174,2,My Thuan,2009,1,0.1573725608,28709.97204,1,0,1,23.66,7.980939955,46.08333333,101.3,26.7,1712,25.4
2009-03-01T00:00:00,256.6666667,3,My Thuan,2009,1,0.1573725608,28709.97204,1,0,1,23.66,7.980939955,46.08333333,2.2,28.6,1712,25.4
2009-04-01T00:00:00,,4,My Thuan,2009,1,0.1573725608,28709.97204,1,0,0,23.66,7.980939955,46.08333333,201.4,28.9,1712,25.4
2009-05-01T00:00:00,271,5,My Thuan,2009,1,0.1573725608,28709.97204,1,0,0,23.66,7.980939955,46.08333333,342.4,28.3,1712,25.4
2009-06-01T00:00:00,613,6,My Thuan,2009,1,0.1573725608,28709.97204,1,0,0,23.66,7.980939955,46.08333333,169.3,28.8,1712,25.4
2009-07-01T00:00:00,191,7,My Thuan,2009,1,0.1573725608,28709.97204,1,1,0,23.66,7.980939955,46.08333333,413.5,27.2,1712,25.4
2009-08-01T00:00:00,,8,My Thuan,2009,1,0.1573725608,28709.97204,1,1,1,23.66,7.980939955,46.08333333,210.1,28.1,1712,25.4
2009-09-01T00:00:00,,9,My Thuan,2009,1,0.1573725608,28709.97204,2,1,1,23.66,7.980939955,46.08333333,488.3,27,1712,25.4
2009-10-01T00:00:00,405,10,My Thuan,2009,1,0.1573725608,28709.97204,2,1,1,23.66,7.980939955,46.08333333,208,27.5,1712,25.4
2009-11-01T00:00:00,184.3333333,11,My Thuan,2009,1,0.1573725608,28709.97204,2,1,0,23.66,7.980939955,46.08333333,65.6,27.4,1712,25.4
2009-12-01T00:00:00,454.2857143,12,My Thuan,2009,1,0.1573725608,28709.97204,2,1,0,23.66,7.980939955,46.08333333,19.6,26.7,1712,25.4
2010-01-01T00:00:00,444.5,1,My Thuan,2010,1,0.1573725608,28709.97204,2,1,0,23.66,10.14340471,43.41666667,22.7,25.1,1945.1,27.6
2010-02-01T00:00:00,318.6666667,2,My Thuan,2010,1,0.1573725608,28709.97204,2,1,1,23.66,10.14340471,43.41666667,101.3,26.7,1945.1,27.6
2010-03-01T00:00:00,408.875,3,My Thuan,2010,1,0.1573725608,28709.97204,2,1,1,23.66,10.14340471,43.41666667,2.2,28.6,1945.1,27.6
