Day,Night,date,month,year,name,bridge
3.1395E+18,2.45067E+18,2014-03-01T00:00:00,3,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.48311E+18,2.28336E+18,2014-04-01T00:00:00,4,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.27399E+18,2.18291E+18,2014-04-01T00:00:00,4,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.69393E+18,1.82258E+18,2014-05-01T00:00:00,5,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
1.90916E+18,1.81985E+18,2014-05-01T00:00:00,5,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
,,2014-06-01T00:00:00,6,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
1.54112E+18,,2014-06-01T00:00:00,6,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
,,2014-07-01T00:00:00,7,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
,,2014-08-01T00:00:00,8,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.67476E+18,1.55236E+18,2014-08-01T00:00:00,8,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
,1.74159E+18,2014-09-01T00:00:00,9,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.59129E+18,1.69273E+18,2014-09-01T00:00:00,9,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.28128E+18,,2014-10-01T00:00:00,10,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.23573E+18,1.98654E+18,2014-10-01T00:00:00,10,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
,2.12877E+18,2014-11-01T00:00:00,11,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.37189E+18,2.03093E+18,2014-11-01T00:00:00,11,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.37411E+18,2.51687E+18,2014-12-01T00:00:00,12,2014,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.39716E+18,2.43029E+18,2014-12-01T00:00:00,12,2014,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.87628E+18,2.59646E+18,2015-01-01T00:00:00,1,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.80648E+18,2.42275E+18,2015-01-01T00:00:00,1,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.84892E+18,2.59541E+18,2015-02-01T00:00:00,2,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.94348E+18,2.43454E+18,2015-02-01T00:00:00,2,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.78071E+18,2.42192E+18,2015-03-01T00:00:00,3,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.76979E+18,2.34895E+18,2015-03-01T00:00:00,3,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
3.4414E+18,2.39611E+18,2015-04-01T00:00:00,4,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.8403E+18,2.21749E+18,2015-04-01T00:00:00,4,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",2
2.01365E+18,1.95108E+18,2015-05-01T00:00:00,5,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.97122E+18,1.83797E+18,2015-05-01T00:00:00,5,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",3
,1.75126E+18,2015-06-01T00:00:00,6,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.588E+18,1.63253E+18,2015-06-01T00:00:00,6,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",3
,,2015-07-01T00:00:00,7,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.75197E+18,,2015-07-01T00:00:00,7,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",3
,1.54914E+18,2015-08-01T00:00:00,8,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
1.66503E+18,1.64831E+18,2015-08-01T00:00:00,8,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
,2.39181E+18,2015-09-01T00:00:00,9,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.5118E+18,2.41726E+18,2015-09-01T00:00:00,9,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
3.27156E+18,,2015-10-01T00:00:00,10,2015,"Can Tho, My Thuan, Vam Cong, Cao Lanh",2
2.98561E+18,2.83948E+18,2015-10-01T00:00:00,10,2015,"Co Chien, Ham Luong, Rach Mieu, My Loi",4
