date,NO2,month,name,year,bridge,dmonth
2011-09-01T00:00:00,110,9,Vam Cong,2011,0,8
2011-09-01T00:00:00,109,9,Cao Lanh,2011,0,8
2011-09-01T00:00:00,147,9,My Loi,2011,0,8
2011-10-01T00:00:00,109,10,Can Tho,2011,1,9
2011-10-01T00:00:00,114,10,Co Chien,2011,0,9
2011-10-01T00:00:00,135,10,Ham Luong,2011,0,9
2011-10-01T00:00:00,162,10,Rach Mieu,2011,1,9
2011-10-01T00:00:00,156,10,My Thuan,2011,1,9
2011-10-01T00:00:00,140,10,Vam Cong,2011,0,9
2011-10-01T00:00:00,126,10,Cao Lanh,2011,0,9
2011-10-01T00:00:00,190,10,My Loi,2011,0,9
2011-11-01T00:00:00,142,11,Can Tho,2011,1,10
2011-11-01T00:00:00,151,11,Co Chien,2011,0,10
2011-11-01T00:00:00,146,11,Ham Luong,2011,0,10
2011-11-01T00:00:00,138,11,Rach Mieu,2011,1,10
2011-11-01T00:00:00,157,11,My Thuan,2011,1,10
2011-11-01T00:00:00,129,11,Vam Cong,2011,0,10
2011-11-01T00:00:00,121,11,Cao Lanh,2011,0,10
2011-11-01T00:00:00,243,11,My Loi,2011,0,10
2011-12-01T00:00:00,175,12,Can Tho,2011,1,11
2011-12-01T00:00:00,177,12,Co Chien,2011,0,11
2011-12-01T00:00:00,168,12,Ham Luong,2011,0,11
2011-12-01T00:00:00,157,12,Rach Mieu,2011,1,11
2011-12-01T00:00:00,160,12,My Thuan,2011,1,11
2011-12-01T00:00:00,156,12,Vam Cong,2011,0,11
2011-12-01T00:00:00,146,12,Cao Lanh,2011,0,11
2011-12-01T00:00:00,294,12,My Loi,2011,0,11
2012-01-01T00:00:00,170,1,Can Tho,2012,1,0
2012-01-01T00:00:00,125,1,Co Chien,2012,0,0
2012-01-01T00:00:00,158,1,Ham Luong,2012,0,0
2012-01-01T00:00:00,174,1,Rach Mieu,2012,1,0
2012-01-01T00:00:00,176,1,My Thuan,2012,1,0
2012-01-01T00:00:00,164,1,Vam Cong,2012,0,0
2012-01-01T00:00:00,155,1,Cao Lanh,2012,0,0
2012-01-01T00:00:00,184,1,My Loi,2012,0,0
2012-02-01T00:00:00,181,2,Can Tho,2012,1,1
2012-02-01T00:00:00,148,2,Co Chien,2012,0,1
2012-02-01T00:00:00,171,2,Ham Luong,2012,0,1
2012-02-01T00:00:00,155,2,Rach Mieu,2012,1,1
2012-02-01T00:00:00,187,2,My Thuan,2012,1,1
2012-02-01T00:00:00,230,2,Vam Cong,2012,0,1
2012-02-01T00:00:00,225,2,Cao Lanh,2012,0,1
2012-02-01T00:00:00,227,2,My Loi,2012,0,1
2012-03-01T00:00:00,177,3,Can Tho,2012,1,2
2012-03-01T00:00:00,115,3,Co Chien,2012,0,2
2012-03-01T00:00:00,119,3,Ham Luong,2012,0,2
2012-03-01T00:00:00,175,3,Rach Mieu,2012,1,2
2012-03-01T00:00:00,213,3,My Thuan,2012,1,2
2012-03-01T00:00:00,285,3,Vam Cong,2012,0,2
2012-03-01T00:00:00,283,3,Cao Lanh,2012,0,2
2012-03-01T00:00:00,166,3,My Loi,2012,0,2
2012-04-01T00:00:00,136,4,Can Tho,2012,1,3
2012-04-01T00:00:00,120,4,Co Chien,2012,0,3
2012-04-01T00:00:00,126,4,Ham Luong,2012,0,3
2012-04-01T00:00:00,163,4,Rach Mieu,2012,1,3
2012-04-01T00:00:00,182,4,My Thuan,2012,1,3
2012-04-01T00:00:00,161,4,Vam Cong,2012,0,3
2012-04-01T00:00:00,193,4,Cao Lanh,2012,0,3
2012-04-01T00:00:00,171,4,My Loi,2012,0,3
2012-05-01T00:00:00,145,5,Can Tho,2012,1,4
2012-05-01T00:00:00,137,5,Co Chien,2012,0,4
2012-05-01T00:00:00,154,5,Ham Luong,2012,0,4
2012-05-01T00:00:00,180,5,Rach Mieu,2012,1,4
2012-05-01T00:00:00,198,5,My Thuan,2012,1,4
2012-05-01T00:00:00,163,5,Vam Cong,2012,0,4
2012-05-01T00:00:00,148,5,Cao Lanh,2012,0,4
2012-05-01T00:00:00,158,5,My Loi,2012,0,4
2012-06-01T00:00:00,138,6,Can Tho,2012,1,5
2012-06-01T00:00:00,161,6,Co Chien,2012,0,5
2012-06-01T00:00:00,168,6,Ham Luong,2012,0,5
2012-06-01T00:00:00,180,6,Rach Mieu,2012,1,5
2012-06-01T00:00:00,129,6,My Thuan,2012,1,5
2012-06-01T00:00:00,100,6,Vam Cong,2012,0,5
2012-06-01T00:00:00,129,6,Cao Lanh,2012,0,5
2012-06-01T00:00:00,147,6,My Loi,2012,0,5
2012-07-01T00:00:00,108,7,Can Tho,2012,1,6
2012-07-01T00:00:00,153,7,Co Chien,2012,0,6
2012-07-01T00:00:00,151,7,Ham Luong,2012,0,6
2012-07-01T00:00:00,145,7,Rach Mieu,2012,1,6
2012-07-01T00:00:00,167,7,My Thuan,2012,1,6
2012-07-01T00:00:00,151,7,Vam Cong,2012,0,6
2012-07-01T00:00:00,156,7,Cao Lanh,2012,0,6
2012-07-01T00:00:00,135,7,My Loi,2012,0,6
2012-08-01T00:00:00,85,8,Can Tho,2012,1,7
2012-08-01T00:00:00,76,8,Co Chien,2012,0,7
2012-08-01T00:00:00,138,8,Ham Luong,2012,0,7
2012-08-01T00:00:00,162,8,Rach Mieu,2012,1,7
2012-08-01T00:00:00,158,8,My Thuan,2012,1,7
2012-08-01T00:00:00,147,8,Vam Cong,2012,0,7
2012-08-01T00:00:00,150,8,Cao Lanh,2012,0,7
2012-08-01T00:00:00,166,8,My Loi,2012,0,7
2012-09-01T00:00:00,128,9,Can Tho,2012,1,8
2012-09-01T00:00:00,124,9,Co Chien,2012,0,8
2012-09-01T00:00:00,136,9,Ham Luong,2012,0,8
2012-09-01T00:00:00,150,9,Rach Mieu,2012,1,8
2012-09-01T00:00:00,116,9,My Thuan,2012,1,8
2012-09-01T00:00:00,127,9,Vam Cong,2012,0,8
2012-09-01T00:00:00,163,9,Cao Lanh,2012,0,8
2012-09-01T00:00:00,148,9,My Loi,2012,0,8
2012-10-01T00:00:00,145,10,Can Tho,2012,1,9
2012-10-01T00:00:00,122,10,Co Chien,2012,0,9
2012-10-01T00:00:00,160,10,Ham Luong,2012,0,9
2012-10-01T00:00:00,184,10,Rach Mieu,2012,1,9
2012-10-01T00:00:00,162,10,My Thuan,2012,1,9
2012-10-01T00:00:00,145,10,Vam Cong,2012,0,9
2012-10-01T00:00:00,144,10,Cao Lanh,2012,0,9
2012-10-01T00:00:00,200,10,My Loi,2012,0,9
2012-11-01T00:00:00,126,11,Can Tho,2012,1,10
2012-11-01T00:00:00,95,11,Co Chien,2012,0,10
2012-11-01T00:00:00,96,11,Ham Luong,2012,0,10
2012-11-01T00:00:00,141,11,Rach Mieu,2012,1,10
2012-11-01T00:00:00,176,11,My Thuan,2012,1,10
2012-11-01T00:00:00,164,11,Vam Cong,2012,0,10
2012-11-01T00:00:00,139,11,Cao Lanh,2012,0,10
2012-11-01T00:00:00,154,11,My Loi,2012,0,10
2012-12-01T00:00:00,166,12,Can Tho,2012,1,11
2012-12-01T00:00:00,172,12,Co Chien,2012,0,11
2012-12-01T00:00:00,217,12,Ham Luong,2012,0,11
2012-12-01T00:00:00,232,12,Rach Mieu,2012,1,11
2012-12-01T00:00:00,186,12,My Thuan,2012,1,11
2012-12-01T00:00:00,175,12,Vam Cong,2012,0,11
2012-12-01T00:00:00,149,12,Cao Lanh,2012,0,11
2012-12-01T00:00:00,217,12,My Loi,2012,0,11
2013-01-01T00:00:00,187,1,Can Tho,2013,1,0
2013-01-01T00:00:00,164,1,Co Chien,2013,0,0
2013-01-01T00:00:00,199,1,Ham Luong,2013,0,0
2013-01-01T00:00:00,222,1,Rach Mieu,2013,1,0
2013-01-01T00:00:00,199,1,My Thuan,2013,1,0
2013-01-01T00:00:00,229,1,Vam Cong,2013,0,0
2013-01-01T00:00:00,238,1,Cao Lanh,2013,0,0
2013-01-01T00:00:00,261,1,My Loi,2013,0,0
2013-02-01T00:00:00,170,2,Can Tho,2013,1,1
2013-02-01T00:00:00,111,2,Co Chien,2013,0,1
2013-02-01T00:00:00,146,2,Ham Luong,2013,0,1
2013-02-01T00:00:00,134,2,Rach Mieu,2013,1,1
2013-02-01T00:00:00,198,2,My Thuan,2013,1,1
2013-02-01T00:00:00,203,2,Vam Cong,2013,0,1
2013-02-01T00:00:00,239,2,Cao Lanh,2013,0,1
2013-02-01T00:00:00,140,2,My Loi,2013,0,1
2013-03-01T00:00:00,237,3,Can Tho,2013,1,2
2013-03-01T00:00:00,174,3,Co Chien,2013,0,2
2013-03-01T00:00:00,200,3,Ham Luong,2013,0,2
2013-03-01T00:00:00,197,3,Rach Mieu,2013,1,2
2013-03-01T00:00:00,209,3,My Thuan,2013,1,2
2013-03-01T00:00:00,244,3,Vam Cong,2013,0,2
2013-03-01T00:00:00,202,3,Cao Lanh,2013,0,2
2013-03-01T00:00:00,187,3,My Loi,2013,0,2
2013-04-01T00:00:00,162,4,Can Tho,2013,1,3
2013-04-01T00:00:00,146,4,Co Chien,2013,0,3
2013-04-01T00:00:00,176,4,Ham Luong,2013,0,3
2013-04-01T00:00:00,175,4,Rach Mieu,2013,1,3
2013-04-01T00:00:00,183,4,My Thuan,2013,1,3
2013-04-01T00:00:00,198,4,Vam Cong,2013,0,3
2013-04-01T00:00:00,223,4,Cao Lanh,2013,0,3
2013-04-01T00:00:00,174,4,My Loi,2013,0,3
2013-05-01T00:00:00,153,5,Can Tho,2013,1,4
2013-05-01T00:00:00,134,5,Co Chien,2013,0,4
2013-05-01T00:00:00,181,5,Ham Luong,2013,0,4
2013-05-01T00:00:00,202,5,Rach Mieu,2013,1,4
2013-05-01T00:00:00,198,5,My Thuan,2013,1,4
2013-05-01T00:00:00,154,5,Vam Cong,2013,0,4
2013-05-01T00:00:00,188,5,Cao Lanh,2013,0,4
2013-05-01T00:00:00,266,5,My Loi,2013,0,4
2013-06-01T00:00:00,173,6,Can Tho,2013,1,5
2013-06-01T00:00:00,118,6,Co Chien,2013,0,5
2013-06-01T00:00:00,146,6,Ham Luong,2013,0,5
2013-06-01T00:00:00,155,6,Rach Mieu,2013,1,5
2013-06-01T00:00:00,162,6,My Thuan,2013,1,5
2013-06-01T00:00:00,164,6,Vam Cong,2013,0,5
2013-06-01T00:00:00,115,6,Cao Lanh,2013,0,5
2013-06-01T00:00:00,140,6,My Loi,2013,0,5
2013-07-01T00:00:00,78,7,Can Tho,2013,1,6
2013-07-01T00:00:00,121,7,Co Chien,2013,0,6
2013-07-01T00:00:00,128,7,Ham Luong,2013,0,6
2013-07-01T00:00:00,137,7,Rach Mieu,2013,1,6
2013-07-01T00:00:00,157,7,My Thuan,2013,1,6
2013-07-01T00:00:00,152,7,Vam Cong,2013,0,6
2013-07-01T00:00:00,145,7,Cao Lanh,2013,0,6
2013-07-01T00:00:00,155,7,My Loi,2013,0,6
2013-08-01T00:00:00,91,8,Can Tho,2013,1,7
2013-08-01T00:00:00,100,8,Co Chien,2013,0,7
2013-08-01T00:00:00,157,8,Ham Luong,2013,0,7
2013-08-01T00:00:00,149,8,Rach Mieu,2013,1,7
2013-08-01T00:00:00,120,8,My Thuan,2013,1,7
2013-08-01T00:00:00,104,8,Vam Cong,2013,0,7
2013-08-01T00:00:00,117,8,Cao Lanh,2013,0,7
2013-08-01T00:00:00,101,8,My Loi,2013,0,7
2013-09-01T00:00:00,93,9,Can Tho,2013,1,8
2013-09-01T00:00:00,135,9,Co Chien,2013,0,8
2013-09-01T00:00:00,145,9,Ham Luong,2013,0,8
2013-09-01T00:00:00,143,9,Rach Mieu,2013,1,8
2013-09-01T00:00:00,154,9,My Thuan,2013,1,8
2013-09-01T00:00:00,124,9,Vam Cong,2013,0,8
2013-09-01T00:00:00,153,9,Cao Lanh,2013,0,8
2013-09-01T00:00:00,216,9,My Loi,2013,0,8
2013-10-01T00:00:00,109,10,Can Tho,2013,1,9
2013-10-01T00:00:00,156,10,Co Chien,2013,0,9
2013-10-01T00:00:00,142,10,Ham Luong,2013,0,9
2013-10-01T00:00:00,148,10,Rach Mieu,2013,1,9
2013-10-01T00:00:00,136,10,My Thuan,2013,1,9
2013-10-01T00:00:00,133,10,Vam Cong,2013,0,9
2013-10-01T00:00:00,112,10,Cao Lanh,2013,0,9
2013-10-01T00:00:00,183,10,My Loi,2013,0,9
2013-11-01T00:00:00,133,11,Can Tho,2013,1,10
2013-11-01T00:00:00,120,11,Co Chien,2013,0,10
2013-11-01T00:00:00,136,11,Ham Luong,2013,0,10
2013-11-01T00:00:00,168,11,Rach Mieu,2013,1,10
2013-11-01T00:00:00,170,11,My Thuan,2013,1,10
2013-11-01T00:00:00,157,11,Vam Cong,2013,0,10
2013-11-01T00:00:00,141,11,Cao Lanh,2013,0,10
2013-11-01T00:00:00,190,11,My Loi,2013,0,10
2013-12-01T00:00:00,149,12,Can Tho,2013,1,11
2013-12-01T00:00:00,171,12,Co Chien,2013,0,11
2013-12-01T00:00:00,177,12,Ham Luong,2013,0,11
2013-12-01T00:00:00,225,12,Rach Mieu,2013,1,11
2013-12-01T00:00:00,172,12,My Thuan,2013,1,11
2013-12-01T00:00:00,164,12,Vam Cong,2013,0,11
2013-12-01T00:00:00,163,12,Cao Lanh,2013,0,11
2013-12-01T00:00:00,270,12,My Loi,2013,0,11
2014-01-01T00:00:00,183,1,Can Tho,2014,1,0
2014-01-01T00:00:00,206,1,Co Chien,2014,0,0
2014-01-01T00:00:00,188,1,Ham Luong,2014,0,0
2014-01-01T00:00:00,215,1,Rach Mieu,2014,1,0
2014-01-01T00:00:00,232,1,My Thuan,2014,1,0
2014-01-01T00:00:00,203,1,Vam Cong,2014,0,0
2014-01-01T00:00:00,234,1,Cao Lanh,2014,0,0
2014-01-01T00:00:00,273,1,My Loi,2014,0,0
2014-02-01T00:00:00,164,2,Can Tho,2014,1,1
2014-02-01T00:00:00,107,2,Co Chien,2014,0,1
2014-02-01T00:00:00,143,2,Ham Luong,2014,0,1
2014-02-01T00:00:00,156,2,Rach Mieu,2014,1,1
2014-02-01T00:00:00,199,2,My Thuan,2014,1,1
2014-02-01T00:00:00,182,2,Vam Cong,2014,0,1
2014-02-01T00:00:00,199,2,Cao Lanh,2014,0,1
2014-02-01T00:00:00,175,2,My Loi,2014,0,1
2014-03-01T00:00:00,169,3,Can Tho,2014,1,2
2014-03-01T00:00:00,110,3,Co Chien,2014,0,2
2014-03-01T00:00:00,108,3,Ham Luong,2014,0,2
2014-03-01T00:00:00,153,3,Rach Mieu,2014,1,2
2014-03-01T00:00:00,191,3,My Thuan,2014,1,2
2014-03-01T00:00:00,251,3,Vam Cong,2014,0,2
2014-03-01T00:00:00,229,3,Cao Lanh,2014,0,2
2014-03-01T00:00:00,171,3,My Loi,2014,0,2
2014-04-01T00:00:00,174,4,Can Tho,2014,1,3
2014-04-01T00:00:00,182,4,Co Chien,2014,0,3
2014-04-01T00:00:00,210,4,Ham Luong,2014,0,3
2014-04-01T00:00:00,237,4,Rach Mieu,2014,1,3
2014-04-01T00:00:00,214,4,My Thuan,2014,1,3
2014-04-01T00:00:00,276,4,Vam Cong,2014,0,3
2014-04-01T00:00:00,239,4,Cao Lanh,2014,0,3
2014-04-01T00:00:00,274,4,My Loi,2014,0,3
2014-05-01T00:00:00,167,5,Can Tho,2014,1,4
2014-05-01T00:00:00,157,5,Co Chien,2014,0,4
2014-05-01T00:00:00,186,5,Ham Luong,2014,0,4
2014-05-01T00:00:00,212,5,Rach Mieu,2014,1,4
2014-05-01T00:00:00,195,5,My Thuan,2014,1,4
2014-05-01T00:00:00,177,5,Vam Cong,2014,0,4
2014-05-01T00:00:00,211,5,Cao Lanh,2014,0,4
2014-05-01T00:00:00,215,5,My Loi,2014,0,4
2014-06-01T00:00:00,153,6,Can Tho,2014,1,5
2014-06-01T00:00:00,163,6,Co Chien,2014,0,5
2014-06-01T00:00:00,180,6,Ham Luong,2014,0,5
2014-06-01T00:00:00,197,6,Rach Mieu,2014,1,5
2014-06-01T00:00:00,163,6,My Thuan,2014,1,5
2014-06-01T00:00:00,143,6,Vam Cong,2014,0,5
2014-06-01T00:00:00,163,6,Cao Lanh,2014,0,5
2014-06-01T00:00:00,166,6,My Loi,2014,0,5
2014-07-01T00:00:00,119,7,Can Tho,2014,1,6
2014-07-01T00:00:00,175,7,Co Chien,2014,0,6
2014-07-01T00:00:00,146,7,Ham Luong,2014,0,6
2014-07-01T00:00:00,133,7,Rach Mieu,2014,1,6
2014-07-01T00:00:00,168,7,My Thuan,2014,1,6
2014-07-01T00:00:00,148,7,Vam Cong,2014,0,6
2014-07-01T00:00:00,127,7,Cao Lanh,2014,0,6
2014-07-01T00:00:00,203,7,My Loi,2014,0,6
2014-08-01T00:00:00,109,8,Can Tho,2014,1,7
2014-08-01T00:00:00,151,8,Co Chien,2014,0,7
2014-08-01T00:00:00,174,8,Ham Luong,2014,0,7
2014-08-01T00:00:00,179,8,Rach Mieu,2014,1,7
2014-08-01T00:00:00,136,8,My Thuan,2014,1,7
2014-08-01T00:00:00,137,8,Vam Cong,2014,0,7
2014-08-01T00:00:00,161,8,Cao Lanh,2014,0,7
2014-08-01T00:00:00,221,8,My Loi,2014,0,7
2014-09-01T00:00:00,108,9,Can Tho,2014,1,8
2014-09-01T00:00:00,139,9,Co Chien,2014,0,8
2014-09-01T00:00:00,155,9,Ham Luong,2014,0,8
2014-09-01T00:00:00,152,9,Rach Mieu,2014,1,8
2014-09-01T00:00:00,139,9,My Thuan,2014,1,8
2014-09-01T00:00:00,111,9,Vam Cong,2014,0,8
2014-09-01T00:00:00,96,9,Cao Lanh,2014,0,8
2014-09-01T00:00:00,159,9,My Loi,2014,0,8
2014-10-01T00:00:00,130,10,Can Tho,2014,1,9
2014-10-01T00:00:00,160,10,Co Chien,2014,0,9
2014-10-01T00:00:00,156,10,Ham Luong,2014,0,9
2014-10-01T00:00:00,148,10,Rach Mieu,2014,1,9
2014-10-01T00:00:00,182,10,My Thuan,2014,1,9
2014-10-01T00:00:00,144,10,Vam Cong,2014,0,9
2014-10-01T00:00:00,174,10,Cao Lanh,2014,0,9
2014-10-01T00:00:00,182,10,My Loi,2014,0,9
2014-11-01T00:00:00,138,11,Can Tho,2014,1,10
2014-11-01T00:00:00,167,11,Co Chien,2014,0,10
2014-11-01T00:00:00,160,11,Ham Luong,2014,0,10
2014-11-01T00:00:00,174,11,Rach Mieu,2014,1,10
2014-11-01T00:00:00,170,11,My Thuan,2014,1,10
2014-11-01T00:00:00,152,11,Vam Cong,2014,0,10
2014-11-01T00:00:00,128,11,Cao Lanh,2014,0,10
2014-11-01T00:00:00,245,11,My Loi,2014,0,10
2014-12-01T00:00:00,155,12,Can Tho,2014,1,11
2014-12-01T00:00:00,169,12,Co Chien,2014,0,11
2014-12-01T00:00:00,209,12,Ham Luong,2014,0,11
2014-12-01T00:00:00,225,12,Rach Mieu,2014,1,11
2014-12-01T00:00:00,162,12,My Thuan,2014,1,11
2014-12-01T00:00:00,122,12,Vam Cong,2014,0,11
2014-12-01T00:00:00,112,12,Cao Lanh,2014,0,11
2014-12-01T00:00:00,287,12,My Loi,2014,0,11
2015-01-01T00:00:00,194,1,Can Tho,2015,1,0
2015-01-01T00:00:00,180,1,Co Chien,2015,0,0
2015-01-01T00:00:00,189,1,Ham Luong,2015,0,0
2015-01-01T00:00:00,204,1,Rach Mieu,2015,1,0
2015-01-01T00:00:00,197,1,My Thuan,2015,1,0
2015-01-01T00:00:00,207,1,Vam Cong,2015,0,0
2015-01-01T00:00:00,246,1,Cao Lanh,2015,0,0
2015-01-01T00:00:00,244,1,My Loi,2015,0,0
2015-02-01T00:00:00,122,2,Can Tho,2015,1,1
2015-02-01T00:00:00,130,2,Co Chien,2015,0,1
2015-02-01T00:00:00,135,2,Ham Luong,2015,0,1
2015-02-01T00:00:00,118,2,Rach Mieu,2015,1,1
2015-02-01T00:00:00,145,2,My Thuan,2015,1,1
2015-02-01T00:00:00,175,2,Vam Cong,2015,0,1
2015-02-01T00:00:00,164,2,Cao Lanh,2015,0,1
2015-02-01T00:00:00,203,2,My Loi,2015,0,1
2015-03-01T00:00:00,173,3,Can Tho,2015,1,2
2015-03-01T00:00:00,100,3,Co Chien,2015,0,2
2015-03-01T00:00:00,107,3,Ham Luong,2015,0,2
2015-03-01T00:00:00,133,3,Rach Mieu,2015,1,2
2015-03-01T00:00:00,184,3,My Thuan,2015,1,2
2015-03-01T00:00:00,248,3,Vam Cong,2015,0,2
2015-03-01T00:00:00,187,3,Cao Lanh,2015,0,2
2015-03-01T00:00:00,132,3,My Loi,2015,0,2
2015-04-01T00:00:00,154,4,Can Tho,2015,1,3
2015-04-01T00:00:00,109,4,Co Chien,2015,0,3
2015-04-01T00:00:00,146,4,Ham Luong,2015,1,3
2015-04-01T00:00:00,171,4,Rach Mieu,2015,1,3
2015-04-01T00:00:00,195,4,My Thuan,2015,1,3
2015-04-01T00:00:00,198,4,Vam Cong,2015,0,3
2015-04-01T00:00:00,191,4,Cao Lanh,2015,0,3
2015-04-01T00:00:00,193,4,My Loi,2015,0,3
2015-05-01T00:00:00,100,5,Can Tho,2015,1,4
2015-05-01T00:00:00,127,5,Co Chien,2015,1,4
2015-05-01T00:00:00,142,5,Ham Luong,2015,1,4
2015-05-01T00:00:00,188,5,Rach Mieu,2015,1,4
2015-05-01T00:00:00,196,5,My Thuan,2015,1,4
2015-05-01T00:00:00,185,5,Vam Cong,2015,0,4
2015-05-01T00:00:00,208,5,Cao Lanh,2015,0,4
2015-05-01T00:00:00,189,5,My Loi,2015,0,4
2015-06-01T00:00:00,163,6,Can Tho,2015,1,5
2015-06-01T00:00:00,173,6,Co Chien,2015,1,5
2015-06-01T00:00:00,187,6,Ham Luong,2015,1,5
2015-06-01T00:00:00,171,6,Rach Mieu,2015,1,5
2015-06-01T00:00:00,208,6,My Thuan,2015,1,5
2015-06-01T00:00:00,189,6,Vam Cong,2015,0,5
2015-06-01T00:00:00,173,6,Cao Lanh,2015,0,5
2015-06-01T00:00:00,188,6,My Loi,2015,0,5
2015-07-01T00:00:00,106,7,Can Tho,2015,1,6
2015-07-01T00:00:00,110,7,Co Chien,2015,1,6
2015-07-01T00:00:00,123,7,Ham Luong,2015,1,6
2015-07-01T00:00:00,156,7,Rach Mieu,2015,1,6
2015-07-01T00:00:00,120,7,My Thuan,2015,1,6
2015-07-01T00:00:00,165,7,Vam Cong,2015,0,6
2015-07-01T00:00:00,135,7,Cao Lanh,2015,0,6
2015-07-01T00:00:00,147,7,My Loi,2015,0,6
2015-08-01T00:00:00,116,8,Can Tho,2015,1,7
2015-08-01T00:00:00,156,8,Co Chien,2015,1,7
2015-08-01T00:00:00,165,8,Ham Luong,2015,1,7
2015-08-01T00:00:00,169,8,Rach Mieu,2015,1,7
2015-08-01T00:00:00,172,8,My Thuan,2015,1,7
2015-08-01T00:00:00,168,8,Vam Cong,2015,0,7
2015-08-01T00:00:00,160,8,Cao Lanh,2015,0,7
2015-08-01T00:00:00,153,8,My Loi,2015,1,7
2015-09-01T00:00:00,97,9,Can Tho,2015,1,8
2015-09-01T00:00:00,132,9,Co Chien,2015,1,8
2015-09-01T00:00:00,152,9,Ham Luong,2015,1,8
2015-09-01T00:00:00,176,9,Rach Mieu,2015,1,8
2015-09-01T00:00:00,177,9,My Thuan,2015,1,8
2015-09-01T00:00:00,128,9,Vam Cong,2015,0,8
2015-09-01T00:00:00,155,9,Cao Lanh,2015,0,8
2015-09-01T00:00:00,187,9,My Loi,2015,1,8
2015-10-01T00:00:00,190,10,Can Tho,2015,1,9
2015-10-01T00:00:00,185,10,Co Chien,2015,1,9
2015-10-01T00:00:00,197,10,Ham Luong,2015,1,9
2015-10-01T00:00:00,204,10,Rach Mieu,2015,1,9
2015-10-01T00:00:00,175,10,My Thuan,2015,1,9
2015-10-01T00:00:00,173,10,Vam Cong,2015,0,9
2015-10-01T00:00:00,157,10,Cao Lanh,2015,0,9
2015-10-01T00:00:00,233,10,My Loi,2015,1,9
2015-11-01T00:00:00,150,11,Can Tho,2015,1,10
2015-11-01T00:00:00,156,11,Co Chien,2015,1,10
2015-11-01T00:00:00,179,11,Ham Luong,2015,1,10
2015-11-01T00:00:00,191,11,Rach Mieu,2015,1,10
2015-11-01T00:00:00,210,11,My Thuan,2015,1,10
2015-11-01T00:00:00,200,11,Vam Cong,2015,0,10
2015-11-01T00:00:00,174,11,Cao Lanh,2015,0,10
2015-11-01T00:00:00,194,11,My Loi,2015,1,10
2015-12-01T00:00:00,150,12,Can Tho,2015,1,11
2015-12-01T00:00:00,129,12,Co Chien,2015,1,11
2015-12-01T00:00:00,176,12,Ham Luong,2015,1,11
2015-12-01T00:00:00,214,12,Rach Mieu,2015,1,11
2015-12-01T00:00:00,169,12,My Thuan,2015,1,11
2015-12-01T00:00:00,130,12,Vam Cong,2015,0,11
2015-12-01T00:00:00,139,12,Cao Lanh,2015,0,11
2015-12-01T00:00:00,247,12,My Loi,2015,1,11
2016-01-01T00:00:00,134,1,Can Tho,2016,1,0
2016-01-01T00:00:00,111,1,Co Chien,2016,1,0
2016-01-01T00:00:00,116,1,Ham Luong,2016,1,0
2016-01-01T00:00:00,172,1,Rach Mieu,2016,1,0
2016-01-01T00:00:00,175,1,My Thuan,2016,1,0
2016-01-01T00:00:00,200,1,Vam Cong,2016,0,0
2016-01-01T00:00:00,258,1,Cao Lanh,2016,0,0
2016-01-01T00:00:00,218,1,My Loi,2016,1,0
2016-02-01T00:00:00,158,2,Can Tho,2016,1,1
2016-02-01T00:00:00,115,2,Co Chien,2016,1,1
2016-02-01T00:00:00,131,2,Ham Luong,2016,1,1
2016-02-01T00:00:00,168,2,Rach Mieu,2016,1,1
2016-02-01T00:00:00,173,2,My Thuan,2016,1,1
2016-02-01T00:00:00,206,2,Vam Cong,2016,0,1
2016-02-01T00:00:00,179,2,Cao Lanh,2016,0,1
2016-02-01T00:00:00,201,2,My Loi,2016,1,1
2016-03-01T00:00:00,191,3,Can Tho,2016,1,2
2016-03-01T00:00:00,143,3,Co Chien,2016,1,2
2016-03-01T00:00:00,149,3,Ham Luong,2016,1,2
2016-03-01T00:00:00,169,3,Rach Mieu,2016,1,2
2016-03-01T00:00:00,186,3,My Thuan,2016,1,2
2016-03-01T00:00:00,215,3,Vam Cong,2016,0,2
2016-03-01T00:00:00,184,3,Cao Lanh,2016,0,2
2016-03-01T00:00:00,192,3,My Loi,2016,1,2
2016-04-01T00:00:00,160,4,Can Tho,2016,1,3
2016-04-01T00:00:00,152,4,Co Chien,2016,1,3
2016-04-01T00:00:00,165,4,Ham Luong,2016,1,3
2016-04-01T00:00:00,182,4,Rach Mieu,2016,1,3
2016-04-01T00:00:00,188,4,My Thuan,2016,1,3
2016-04-01T00:00:00,180,4,Vam Cong,2016,0,3
2016-04-01T00:00:00,181,4,Cao Lanh,2016,0,3
2016-04-01T00:00:00,188,4,My Loi,2016,1,3
2016-05-01T00:00:00,174,5,Can Tho,2016,1,4
2016-05-01T00:00:00,131,5,Co Chien,2016,1,4
2016-05-01T00:00:00,201,5,Ham Luong,2016,1,4
2016-05-01T00:00:00,194,5,Rach Mieu,2016,1,4
2016-05-01T00:00:00,227,5,My Thuan,2016,1,4
2016-05-01T00:00:00,284,5,Vam Cong,2016,0,4
2016-05-01T00:00:00,294,5,Cao Lanh,2016,0,4
2016-05-01T00:00:00,240,5,My Loi,2016,1,4
2016-06-01T00:00:00,201,6,Can Tho,2016,1,5
2016-06-01T00:00:00,171,6,Co Chien,2016,1,5
2016-06-01T00:00:00,188,6,Ham Luong,2016,1,5
2016-06-01T00:00:00,221,6,Rach Mieu,2016,1,5
2016-06-01T00:00:00,269,6,My Thuan,2016,1,5
