date,mean,month,quarter,name,year,bridge,ferry
2017-01-01T00:00:00,233.2996108,1,1,Cao Lanh,2017,0,1
2017-02-01T00:00:00,213.3440774,2,1,Cao Lanh,2017,0,1
2017-03-01T00:00:00,354.9513991,3,1,Cao Lanh,2017,0,1
2017-04-01T00:00:00,241.8606319,4,2,Cao Lanh,2017,0,1
2017-05-01T00:00:00,399.43699,5,2,Cao Lanh,2017,0,1
2017-06-01T00:00:00,286.2631934,6,2,Cao Lanh,2017,0,1
2017-07-01T00:00:00,169.8275862,7,3,Cao Lanh,2017,0,1
2017-08-01T00:00:00,323.4506627,8,3,Cao Lanh,2017,0,1
2017-09-01T00:00:00,299.2466002,9,3,Cao Lanh,2017,0,1
2017-10-01T00:00:00,286.5868087,10,4,Cao Lanh,2017,0,1
2017-11-01T00:00:00,296.75,11,4,Cao Lanh,2017,0,1
2017-12-01T00:00:00,170.6751347,12,4,Cao Lanh,2017,0,1
2018-01-01T00:00:00,298.9032821,1,1,Cao Lanh,2018,0,1
2018-02-01T00:00:00,423.528597,2,1,Cao Lanh,2018,0,1
2018-03-01T00:00:00,390.2161673,3,1,Cao Lanh,2018,0,1
2018-04-01T00:00:00,342.110702,4,2,Cao Lanh,2018,0,1
2018-05-01T00:00:00,321.9311487,5,2,Cao Lanh,2018,1,1
2018-06-01T00:00:00,334.5565783,6,2,Cao Lanh,2018,1,1
2018-07-01T00:00:00,245.7218543,7,3,Cao Lanh,2018,1,1
2018-08-01T00:00:00,327.7408654,8,3,Cao Lanh,2018,1,1
2018-09-01T00:00:00,453.4654523,9,3,Cao Lanh,2018,1,1
2018-10-01T00:00:00,346.5327688,10,4,Cao Lanh,2018,1,1
2018-11-01T00:00:00,360.9633141,11,4,Cao Lanh,2018,1,1
2018-12-01T00:00:00,182.3499632,12,4,Cao Lanh,2018,1,1
2019-01-01T00:00:00,289.9319435,1,1,Cao Lanh,2019,1,1
2019-02-01T00:00:00,292.8877328,2,1,Cao Lanh,2019,1,1
